timestamp,senamhi_flow,senamhi_level,velocimetry
1747800016000,31.4685,0.27,"[1.4538048629445055, 1.6427208695319029, 1.7994948552384984, 1.9827418718385925, 2.2763463753840396, 2.524796028121161, 2.536364706887416, 2.679485472647306, 2.7676039720792422, 2.59874148427199, 2.476417085164604, 2.123035969326235, 1.7816148281778432, 1.5350856814054494, 1.268102196561702, 1.0508034641064465, 1.0682632814622057]"
1747742417000,30.124,0.25,"[1.254909481314136, 1.3515956122987982, 1.6564282820692897, 1.942747754899354, 2.3812526381070187, 2.5111792274276064, 2.500141360112223, 2.525029178278953, 2.755694829577037, 2.846364259150566, 2.6862065647238498, 2.3922870786854755, 2.0587794361138583, 1.7201676612257708, 1.3539581673194376, 1.045153038040777, 0.8784879270649097]"
1748664016000,30.4601,0.255,"[1.4177314425457856, 1.6107935182262798, 1.797095613382753, 2.0192525909606167, 2.262100078355685, 2.4853477199069745, 2.4891155060236665, 2.609415608771493, 2.659769529019138, 2.4858769752310104, 2.3618441004987147, 1.9924978436900411, 1.6496445271006928, 1.440446327159854, 1.1847161589347261, 0.9436068838848979, 1.0095815369407708]"
1746651623000,47.6022,0.51,"[1.4642411692888324, 1.6249279842500441, 2.237010323316122, 2.877849119365261, 3.200125609017883, 3.1723468865236106, 3.2535290080401205, 3.527410092928756, 3.6816456826452075, 3.64051869429655, 3.3481429428059344, 2.859810268742834, 2.3948763494970042, 1.9968474029425831, 1.7931999882699692, 1.5829771677429112, 1.3731501844153509]"
1747634421000,26.0906,0.195,"[1.4355073176123843, 1.5927135677254503, 1.762404353543695, 1.9602072647247828, 2.2033696433422767, 2.4003790126209474, 2.4581430728731815, 2.6372306238622993, 2.642516823577325, 2.31535046299292, 2.1588627445315396, 1.8357282049759411, 1.526129113817527, 1.3825520361577335, 1.1208354513269698, 0.9196626531141109, 0.9072606078796954]"
1747303217000,28.7795,0.25,"[1.4567300292140983, 1.620235359015428, 1.7650712925050307, 1.9237526606214475, 2.2129532311528717, 2.4328925291093264, 2.465964904031144, 2.595613065613595, 2.547012510877995, 2.2089379753665557, 2.131169574861944, 1.8898529796994534, 1.59245953039634, 1.3957613138784812, 1.1709024575411677, 0.9191740277973397, 0.8844294182837232]"
1746194424000,58.6942,0.675,"[1.948152903369683, 2.1409522930055864, 2.68036938725705, 3.2844231218897346, 3.512568058055529, 3.6495514605522197, 3.695128090084101, 3.686677210019299, 3.7343877285230644, 3.694860563476874, 3.515219845766338, 3.1904121306529905, 2.8091702442377593, 2.4130864944234713, 2.0829435908057343, 1.8728763096740524, 1.6993685841337247]"
1746608421000,50.9634,0.56,"[1.6760395575025218, 1.8547150077030112, 2.0387379127456757, 2.4139379922910225, 3.063344578281593, 3.4029476522086437, 3.4529805130537374, 3.646916901883477, 3.5551380392956284, 3.366487373977261, 2.928743210635904, 2.295844427456934, 2.0250653984920555, 1.8257638406130843, 1.657219864051726, 1.4365689716819119, 1.174681283197426]"
1748746817000,31.1289,0.15,"[1.4008703316590352, 1.5219972615729727, 1.602463087181125, 1.684592690420067, 1.9341217524537027, 2.1016388760313687, 2.271285706660943, 2.0582159957131814, 2.1998015437820495, 2.201262817476346, 2.0343065501488944, 1.5601271713653004, 1.3368221984826183, 1.1886768253550233, 0.775984102691346, 0.7031654118512495, 0.8702359986031311]"
1749106817000,32.369,0.17,"[1.37357902066142, 1.499976162850438, 1.5753012375786086, 1.6472291073791419, 1.9291864849358324, 2.13506553749041, 2.322938341075949, 2.049826632228043, 2.2858420615936885, 2.253909853094304, 2.0227075176296316, 1.5469904963171568, 1.3412918075295333, 1.1928201841383292, 0.7909813441697524, 0.7428445905287124, 0.7444160805580788]"
1747868417000,25.4183,0.18,"[1.0986375101497057, 1.1955373495177914, 1.446249891565958, 1.6398326450158855, 1.9988139846915542, 2.218434007101948, 2.3530515115438244, 2.4446041846589655, 2.5669034145607865, 2.4118829719605097, 2.1733700683296853, 1.8449543978253593, 1.6077348375841378, 1.323337977268827, 0.9943021495984451, 0.8637118190464211, 0.6750462992055035]"
1747663216000,31.1324,0.265,"[1.30412979591865, 1.4107581489225125, 1.802343686156554, 2.1390715962415365, 2.512663440859238, 2.7010189306641013, 2.6878464506375903, 2.732355490976806, 2.9779171775348656, 3.035601773448749, 2.859150957716145, 2.4989685231458574, 2.055409481073222, 1.700896043543729, 1.3758478045539921, 1.094205942345355, 0.8996540869769826]"
1746788422000,35.5019,0.33,"[1.315900363625717, 1.4742259434535414, 1.7959020603602447, 2.0074006853806714, 2.319306256564199, 2.6403225972966107, 2.7539966052844003, 2.9151427328232, 3.085847551549124, 3.1838057879303228, 2.7525328660653603, 2.260845007906065, 1.8669581528739567, 1.6314942914885855, 1.2958574143984918, 0.9461042265904458, 0.771084856524285]"
