timestamp,senamhi_flow,senamhi_level,velocimetry
1748746817000,31.1289,0.15,"[1.4008703316590352, 1.5219972615729727, 1.602463087181125, 1.684592690420067, 1.9341217524537027, 2.1016388760313687, 2.271285706660943, 2.0582159957131814, 2.1998015437820495, 2.201262817476346, 2.0343065501488944, 1.5601271713653004, 1.3368221984826183, 1.1886768253550233, 0.775984102691346, 0.7031654118512495, 0.8702359986031311]"
1748750416000,31.1289,0.15,"[1.375564990419053, 1.5135090725812437, 1.6661422880622572, 1.7916813958735622, 2.0105449553029726, 2.202683847462043, 2.3858168828011466, 2.3549897106968216, 2.1877685775793205, 2.0830645679259385, 1.9805421792000586, 1.5798254706521107, 1.3375040801199778, 1.2666314425861471, 0.8889855319136305, 0.7815703712897575, 0.7762409372849806]"
1748754017000,31.749,0.17,"[1.346283393763303, 1.4883736613978664, 1.648558330517445, 1.7723381164348726, 2.0086643000015334, 2.2112281753600507, 2.417144034170401, 2.4135991119790074, 2.1819802742145886, 2.026662054294741, 1.9473799059505326, 1.5676772808741541, 1.3230160944679739, 1.1945435915475824, 0.90880734487885, 0.7804114882808211, 0.822159716563001]"
1748757620000,31.749,0.17,"[1.4182428841197354, 1.526806008389796, 1.6517363290680394, 1.7661774301383093, 2.027033498478403, 2.230463534615276, 2.418641844445993, 2.3813699001292856, 2.2349809277198576, 2.085042735172957, 1.992049988618755, 1.5975774065004154, 1.3225566295030553, 1.1907324833224808, 0.8913155123412663, 0.776295712895731, 0.973037853349816]"
1748761217000,31.749,0.17,"[1.4089931686864134, 1.538823894237657, 1.6473846102933043, 1.7648445449090562, 2.0051338517308857, 2.2171460467044404, 2.4222773050804425, 2.373809571773764, 2.2161164963766184, 2.086318907378725, 1.9966577919192114, 1.5707271413600834, 1.2895891700632187, 1.2079643667725977, 0.8861121293301633, 0.7844903164329761, 0.9348838411333434]"
1748764817000,32.369,0.17,"[1.4347333495300354, 1.5692450438646197, 1.6496441354347557, 1.7486002480161342, 2.0137678163240262, 2.2361067108471855, 2.422943880478615, 2.2908765946818903, 2.2304173070119826, 2.121952675060532, 2.0200918416569476, 1.6627661358498587, 1.3682826085498712, 1.2146097438903936, 0.9244844882221408, 0.7924144310257676, 0.9572273901657095]"
1748768416000,32.369,0.17,"[1.415628474099588, 1.5373343085070954, 1.625989135156176, 1.7534604683141963, 1.9993290414718266, 2.2179852400994675, 2.411256689509168, 2.3204756518768916, 2.1899947224370067, 2.094253397029545, 2.0050904774137948, 1.588349786154094, 1.316548127775059, 1.2010147643005917, 0.8837863093609672, 0.7728867241798036, 0.9650425631553116]"
1748772016000,32.369,0.17,"[1.3965846134769646, 1.532340334888258, 1.6188297112937429, 1.737650045943864, 1.9882329288860057, 2.227506087640272, 2.4033240945746757, 2.2877404059904016, 2.2064040217569247, 2.1102573820665995, 2.0225092284022743, 1.587087999190563, 1.337695976242851, 1.2144024422185036, 0.886779377407163, 0.7399061372710494, 1.096355391813635]"
1748775616000,32.369,0.17,"[1.3906876910741421, 1.4951034925909035, 1.5395392005478405, 1.6720514019271222, 1.9502506214932582, 2.1751950840850007, 2.3231943025074564, 2.1519521542554925, 2.2801293694923706, 2.2657681279788817, 2.0860408851762187, 1.7225657449265557, 1.4255229259914723, 1.187635664848115, 0.795623833242678, 0.751861915947, 0.644800972177955]"
1748779216000,31.749,0.16,"[1.0068397881970605, 1.1058732947352168, 1.313328425503647, 1.690930865001026, 2.178929740545264, 2.4181346001471584, 2.393520576968081, 2.1984011572957063, 2.3071776230237795, 2.4017467404941257, 2.340561346919941, 2.1369078935939916, 1.9937714406205798, 1.5236384336633866, 0.9934922558747963, 0.851020484476444, 0.7197522382149896]"
1748782817000,31.749,0.16,"[1.196889603946279, 1.2147061634053016, 1.435641067468058, 1.7103398140024193, 2.0320905687135142, 2.3757812698445004, 2.3395762680751453, 2.1218481034878613, 2.2923346086135683, 2.3775955833328832, 2.2745035212066234, 1.9449604438277956, 1.8468607532425652, 1.4654360347293143, 0.9730719394751974, 0.8411654971526364, 0.7349862853004708]"
1748786417000,31.749,0.16,"[1.1921615936420662, 1.2177084032386705, 1.4484065065279996, 1.8057138293985082, 2.1928528277738817, 2.402328255164387, 2.421174451989518, 2.273763114257641, 2.3574244232275965, 2.3967551824632642, 2.328988330419848, 2.045045740524818, 1.7715009618347446, 1.4812737346945606, 1.0247175455378839, 0.8627838043221551, 0.774000834031548]"
1748790017000,31.749,0.16,"[1.22626140368869, 1.2463553678905837, 1.4258271640392208, 1.7429333483545548, 2.1497098900490674, 2.418644854297295, 2.376856387366044, 2.122622698995526, 2.2989312221762446, 2.379611269572726, 2.2841254668673705, 1.984384043624649, 1.7578574233740443, 1.4214632388288122, 0.959865458595732, 0.8520764046494494, 0.7925417409764265]"
1748793616000,31.749,0.16,"[1.2702943259699015, 1.2150158998099414, 1.4069709612240846, 1.726202557425679, 2.136783071292807, 2.4024324646949955, 2.3738140596973496, 2.140053740412244, 2.3052023153603423, 2.3526595720366004, 2.2656416555729777, 2.002135511374178, 1.8720703619183323, 1.4642919773106493, 0.9381096937139806, 0.8402692854750465, 0.7806485928855894]"
1748797216000,31.749,0.16,"[1.220693801283295, 1.2740836319913977, 1.4576938153576606, 1.8210140332105953, 2.190280798366669, 2.4255028288478315, 2.437242619399188, 2.2888963200811006, 2.3691437070239734, 2.388858615221013, 2.2796089250963014, 2.124507579080818, 1.9535894205690163, 1.4241067605723998, 0.9950369510361681, 0.8950835233700526, 0.7156660841173227]"
1748800817000,32.369,0.17,"[1.19305477711153, 1.2317188166066138, 1.4715683917061677, 1.8455510547525633, 2.1836591059240344, 2.3938816600103117, 2.453528737821385, 2.3937805023967385, 2.461940970372576, 2.4663615763532647, 2.41140208561413, 2.2020573268344124, 1.915153475073283, 1.433577692742502, 1.004238912930663, 0.8456831023295537, 0.814376200830115]"
1748804416000,32.369,0.17,"[1.176661056783194, 1.2489583198256031, 1.4666952669165163, 1.7948756342279166, 2.2148588987964635, 2.451133720799386, 2.4545245167761305, 2.3518687571946386, 2.4169693192207817, 2.427869142919717, 2.3755426437764706, 2.1639743692133266, 1.9138207910970746, 1.4900845806264065, 1.04797154826491, 0.9149228871486963, 0.8800700317162358]"
1748808016000,32.369,0.17,"[1.0695670359286147, 1.1381495731438986, 1.3239431981914576, 1.6752519057727078, 2.137470723142738, 2.3890533590628387, 2.3256769732862717, 2.096024723941567, 2.306655154933603, 2.3763714562186813, 2.3029401165468304, 2.187911265246829, 2.0008792673786893, 1.573442780141359, 0.961552308771472, 0.8614913915158317, 0.7736020163491837]"
1748811616000,31.749,0.16,"[0.9930960888407165, 1.108324110354654, 1.2941011028167586, 1.6044481991125783, 2.071050492977386, 2.386093257327982, 2.3392421364468112, 2.134946316048481, 2.297056296915721, 2.383192907924295, 2.3279065624785336, 2.193208233293277, 1.9811392859573858, 1.4482595047488387, 0.9720101999192361, 0.8601193458413695, 0.7585403338952816]"
1748815216000,31.749,0.16,"[0.9813650339757974, 1.1041219988935986, 1.27171901690951, 1.547147018050783, 2.0795007185077523, 2.409027533801893, 2.3775531976009385, 2.1477854868562294, 2.25639395559007, 2.3578082296310554, 2.3167627414783327, 2.1733494709027434, 2.0127096079536364, 1.4769350114880806, 0.9709937880545615, 0.8517180014293736, 0.7264598071645383]"
1748818817000,31.749,0.16,"[1.141465223188483, 1.0889595898875988, 1.2023888973449168, 1.430617168439558, 1.8279955841682167, 2.1261438049788306, 2.1853871573457715, 2.0313155886294023, 2.2910958619473893, 2.2904161911333927, 2.067540318456171, 1.7840639826814382, 1.6167448563107403, 1.2337385268635743, 0.7531469725943308, 0.7074316335774694, 0.5374199201654172]"
1748822416000,31.749,0.16,"[1.4257440266126842, 1.5228162611341836, 1.604113516444575, 1.7082301855481767, 1.9685987213283085, 2.139495957298442, 2.3050997219009672, 2.0726795149266923, 2.222815134067909, 2.1867752095884287, 1.9721550338006113, 1.438779333725786, 1.247558072360064, 1.1669062220510478, 0.7753825060117278, 0.7133513256292626, 0.7477207486008773]"
1748826017000,31.749,0.16,"[1.3999125369982954, 1.5343735200996935, 1.6817361098708288, 1.8126868926763295, 2.0506137460273575, 2.2527978075191393, 2.4289908430878038, 2.4832944293364605, 2.2355564342494127, 2.040138746346491, 1.928002124224562, 1.529495570862133, 1.2994799510669464, 1.2585355646556382, 0.9423407392063555, 0.8244125451357692, 1.0815135395279625]"
1748829616000,32.369,0.17,"[1.4176402355631261, 1.5587772461753555, 1.6830395863697787, 1.8125365320090736, 2.044631168347474, 2.2265927652831605, 2.4089948997650685, 2.446362677140752, 2.261752495620838, 2.0818675835385987, 1.9701755386127247, 1.6256834437069412, 1.36935268222649, 1.2666611683630018, 0.9380836206791182, 0.8054569417374614, 1.020018662781653]"
1748833216000,32.9891,0.18,"[1.384661375687316, 1.53971195820488, 1.6724625636453332, 1.7942022827547492, 2.0503552475672815, 2.2502551802578075, 2.414867718406075, 2.4336496806050327, 2.274056615184683, 2.0856177581436555, 1.9570992353592331, 1.5621357493340928, 1.3302315340982847, 1.2376420893754223, 0.925440336490241, 0.8113420505831646, 0.763340331743813]"
1748836817000,33.6091,0.19,"[1.4227714731162782, 1.5647537358035333, 1.68978015030485, 1.825566627755125, 2.0839186186698426, 2.2900964431893738, 2.4544767711175903, 2.505628403387139, 2.3377199060782234, 2.1069117318860027, 2.0098228177611777, 1.6834503343441416, 1.3777582425769692, 1.26776885689391, 1.0034769226403217, 0.8513362245467124, 0.9198476479366939]"
1748840416000,32.9891,0.175,"[1.3998175281341054, 1.5349825671882678, 1.651570313754295, 1.7982402943919107, 2.050048273437926, 2.244816667837952, 2.3891220660724515, 2.3996996691068566, 2.2495534495353695, 2.0650947328763585, 1.990045798595057, 1.611079415896735, 1.3572712287455624, 1.2226772131208115, 0.9512942407649837, 0.7877011839519876, 0.7741260637262598]"
1748844020000,32.9891,0.175,"[1.3886343610074123, 1.5505355205279507, 1.680347548063901, 1.8083678309827764, 2.0746760502899053, 2.2776654256679025, 2.439879797507832, 2.520832686169111, 2.3969303436208107, 2.123149665388898, 1.9993267458882233, 1.6814285945253755, 1.4308398997861673, 1.2684041889609783, 1.0297121878413722, 0.8605748364478119, 0.9371325868996792]"
1748847617000,32.369,0.165,"[1.4152555135697578, 1.5774817713087297, 1.6735350041913337, 1.801871916174159, 2.0743778127014356, 2.2655392448941987, 2.4154949988421595, 2.4496125920115577, 2.3649826992650906, 2.1423095694734293, 2.0247048882962777, 1.6599219668705607, 1.4008086058571796, 1.23790187235666, 0.9847788818516464, 0.8278367481877937, 0.9291811556741577]"
